,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Obir|LOC105286130,149.377331382319,3.2802818170390804,0.242935574902942,13.5026820108567,1.5078530881317198e-41,1.5912373639054099e-37
Obir|LOC105278399,404.260353980891,2.7370473126866504,0.21206101887710505,12.9068856085844,4.1161483904080004e-38,2.17188569819878e-34
Obir|LOC105275236,2868.24180615443,-1.6906235347894498,0.1329653666572,-12.7147660875338,4.89572313071963e-37,1.72215220661614e-33
Obir|LOC105286131,64.7303743796695,2.7921308056463503,0.25028575706563605,11.1557718600588,6.71078887390671e-29,1.77047387465844e-25
Obir|LOC105285466,2635.65953390309,-1.59751085616841,0.14409672957279598,-11.086378302301199,1.4608305960486298e-28,3.08322905602024e-25
Obir|LOC105283443,53.446116788617495,2.65079703847953,0.25138441893764,10.5447945011147,5.36901020633514e-26,9.443194117909106e-23
Obir|LOC105281340,2045.15775876591,-1.29780143320525,0.12958027630562,-10.0154241849611,1.30401306266684e-23,1.7201562312904e-20
Obir|LOC105284539,778.968090732648,-1.7427420164194598,0.17393707032650998,-10.019382372877901,1.2528338863033099e-23,1.7201562312904e-20
Obir|LOC105287787,41.383310280763,2.46509217017137,0.251152954659434,9.815103204794301,9.6938745216242e-23,1.022994578267e-19
Obir|LOC105287788,76.2719890496339,2.43171168614613,0.24763818977971,9.819615012972301,9.269687372103778e-23,1.022994578267e-19
Obir|LOC105280074,217.365432583335,1.91800719533662,0.20140122929805604,9.523314242030448,1.6774219260593395e-21,1.60925759870038e-18
Obir|LOC105285890,723.180941805318,-1.74844365130554,0.18859878681927106,-9.270704657188599,1.84920156553146e-20,1.62621867675446e-17
Obir|LOC105287763,106.364155814879,1.9283443216297504,0.219802692722968,8.77306960047194,1.7386049778226794e-18,1.41134602545868e-15
Obir|LOC105277457,16789.4244108123,1.3284124515711395,0.152581836310707,8.706229284500509,3.14151032054612e-18,2.3680256009088e-15
Obir|LOC105278524,1228.72880577644,1.3817155323171202,0.15931406969447198,8.672903372357139,4.2123939813329e-18,2.96355957900041e-15
Obir|LOC105277456,20457.1685403218,1.45077610673318,0.167510900298655,8.66078627806659,4.68521233168428e-18,3.09019035851651e-15
Obir|LOC105279728,610.0257354178959,1.42737274141226,0.17207096557702695,8.295256184712331,1.08351442124134e-16,6.72607511021169e-14
Obir|LOC105277435,195.11376143119,1.78197215635853,0.22361059794168,7.96908631684479,1.59851783907728e-15,9.37175486432364e-13
Obir|LOC105279365,1108.50791204901,1.45270869805195,0.183627920136571,7.911153690416571,2.5501446762154106e-15,1.4164040404263798e-12
Obir|LOC105277056,2556.4291471453307,-1.5378647423418998,0.194902574269631,-7.89042806697055,3.01151759171799e-15,1.58902725727e-12
Obir|LOC105286889,462.202814939962,-1.44028367998026,0.185484301410644,-7.764989646167481,8.16518938865224e-15,4.1032020770689105e-12
Obir|LOC105277654,5336.851695534179,-1.0427276319994,0.13468555715862598,-7.74194096232108,9.791045449771047e-15,4.4923870709319115e-12
Obir|LOC105281708,437.22575388932,1.62282714394833,0.209469549480444,7.7473176792211795,9.38539477893379e-15,4.4923870709319115e-12
Obir|LOC105275113,1637.4495003303198,-1.0506294299098,0.138057354066555,-7.61009391360142,2.7389682752542e-14,1.2043471753649001e-11
Obir|LOC105287010,65.9026022958417,1.76074270156402,0.233132330549147,7.552546218778678,4.2683009753349e-14,1.80173520770837e-11
Obir|LOC105276066,778.462453413449,-1.3374201135326398,0.17849343873938,-7.4928250751301695,6.74067127500557e-14,2.73593476788976e-11
Obir|LOC105285380,195.682959177592,-1.63887647177575,0.21893507011153,-7.48567358779418,7.11811063489354e-14,2.7821267233345e-11
Obir|LOC105280785,70.2515170888248,1.7795832124705602,0.241444619419778,7.37056479762161,1.69906656358801e-13,6.403660516265822e-11
Obir|LOC105276234,11725.8244680266,-0.8472109798618291,0.118806558740979,-7.13101186365399,9.96337303570231e-13,3.50478252152555e-10
Obir|LOC105276905,1648.52769915014,1.05358706017405,0.14765575065297,7.13542855943529,9.64860626213605e-13,3.50478252152555e-10
Obir|LOC105283451,37.5910805266556,1.73225823658588,0.249741424783996,6.936207071310362,4.02767114782988e-12,1.37109721364673e-09
Obir|LOC105276176,11608.2420330142,-1.01542356605544,0.147593069050083,-6.87988651899959,5.99002584586933e-12,1.9753982109831e-09
Obir|LOC105275762,3514.28076919275,1.16521023100345,0.171426479074719,6.7971426426811,1.06714428666764e-11,3.4125980779404804e-09
Obir|LOC105283322,40.4746255280543,1.66255979204334,0.25119291018955103,6.618657313173231,3.62476036716706e-11,1.12506165160923e-08
Obir|LOC105276419,121.71622352344,-1.4852646990041205,0.22657032509806305,-6.555424671616981,5.5483751566971104e-11,1.6264445285729097e-08
Obir|LOC105287193,55.03683487460239,1.6149352657842202,0.24622490442706896,6.55878116611295,5.4249342980495704e-11,1.6264445285729097e-08
Obir|LOC105275269,1457.6787998714801,-0.9470371656142192,0.145529833578531,-6.507512187205089,7.640555480052621e-11,2.17921032381068e-08
Obir|LOC105279023,21.6940405718693,1.6010678480245,0.24644649892634896,6.49661429559597,8.21477115251625e-11,2.28132842032905e-08
Obir|LOC105279939,44.482948925544605,1.5872709303051695,0.246877901750119,6.42937629918675,1.2812857943502e-10,3.46702794558402e-08
Obir|LOC105279612,64.3642828636887,1.56152502297002,0.24822151702609,6.290852790195,3.15726637966986e-10,8.329658026164008e-08
Obir|LOC105282946,287.239716546969,1.20235041820562,0.19167039878687606,6.27301046909467,3.54133085045441e-10,9.11504011337692e-08
